scenario,region,year,sector,value
High Elas.,North America,2015,Agricultural labor,1
High Elas.,North America,2020,Agricultural labor,0.9920163727597859
High Elas.,North America,2025,Agricultural labor,0.9921812476135183
High Elas.,North America,2030,Agricultural labor,0.97645579046719
High Elas.,North America,2035,Agricultural labor,0.966097854068698
High Elas.,North America,2040,Agricultural labor,0.9644060639303043
High Elas.,North America,2045,Agricultural labor,0.9768161375459541
High Elas.,North America,2050,Agricultural labor,0.9861603195118261
High Elas.,North America,2055,Agricultural labor,0.9838140833720691
High Elas.,North America,2060,Agricultural labor,0.9744093608654004
High Elas.,North America,2065,Agricultural labor,0.9639841050199054
High Elas.,North America,2070,Agricultural labor,0.9451640137593795
High Elas.,North America,2075,Agricultural labor,0.9211124542636855
High Elas.,North America,2080,Agricultural labor,0.8949514106783872
High Elas.,North America,2085,Agricultural labor,0.8673529960299188
High Elas.,North America,2090,Agricultural labor,0.8385108994204927
High Elas.,North America,2095,Agricultural labor,0.8092700497404486
High Elas.,North America,2100,Agricultural labor,0.7779177560057786
High Elas.,Pacific OECD,2015,Agricultural labor,1
High Elas.,Pacific OECD,2020,Agricultural labor,0.9779039693400935
High Elas.,Pacific OECD,2025,Agricultural labor,0.9345197581730913
High Elas.,Pacific OECD,2030,Agricultural labor,0.8815763714074311
High Elas.,Pacific OECD,2035,Agricultural labor,0.8339441960579386
High Elas.,Pacific OECD,2040,Agricultural labor,0.7859163187906227
High Elas.,Pacific OECD,2045,Agricultural labor,0.7463788773711981
High Elas.,Pacific OECD,2050,Agricultural labor,0.7093749231935627
High Elas.,Pacific OECD,2055,Agricultural labor,0.6745107014455012
High Elas.,Pacific OECD,2060,Agricultural labor,0.6391766930566966
High Elas.,Pacific OECD,2065,Agricultural labor,0.604699517790064
High Elas.,Pacific OECD,2070,Agricultural labor,0.5711198060723264
High Elas.,Pacific OECD,2075,Agricultural labor,0.5379137751081255
High Elas.,Pacific OECD,2080,Agricultural labor,0.505952843191532
High Elas.,Pacific OECD,2085,Agricultural labor,0.4751484584572508
High Elas.,Pacific OECD,2090,Agricultural labor,0.44541774939805606
High Elas.,Pacific OECD,2095,Agricultural labor,0.4171454240190557
High Elas.,Pacific OECD,2100,Agricultural labor,0.3897568966142749
High Elas.,Reforming,2015,Agricultural labor,1
High Elas.,Reforming,2020,Agricultural labor,1.0108647563054867
High Elas.,Reforming,2025,Agricultural labor,0.9951406530709321
High Elas.,Reforming,2030,Agricultural labor,0.9591657900119335
High Elas.,Reforming,2035,Agricultural labor,0.9306596547940597
High Elas.,Reforming,2040,Agricultural labor,0.9086734925366876
High Elas.,Reforming,2045,Agricultural labor,0.894751662211435
High Elas.,Reforming,2050,Agricultural labor,0.8814244454924095
High Elas.,Reforming,2055,Agricultural labor,0.8577984283065039
High Elas.,Reforming,2060,Agricultural labor,0.8295954021265955
High Elas.,Reforming,2065,Agricultural labor,0.8003069186567422
High Elas.,Reforming,2070,Agricultural labor,0.7673599549483744
High Elas.,Reforming,2075,Agricultural labor,0.733856191739361
High Elas.,Reforming,2080,Agricultural labor,0.6990034585024598
High Elas.,Reforming,2085,Agricultural labor,0.6646105700324757
High Elas.,Reforming,2090,Agricultural labor,0.6308101136159695
High Elas.,Reforming,2095,Agricultural labor,0.5988783984656915
High Elas.,Reforming,2100,Agricultural labor,0.5687537187679513
High Elas.,Rest of Asia,2015,Agricultural labor,1
High Elas.,Rest of Asia,2020,Agricultural labor,0.9683336189501153
High Elas.,Rest of Asia,2025,Agricultural labor,0.923789801994575
High Elas.,Rest of Asia,2030,Agricultural labor,0.8849405119924151
High Elas.,Rest of Asia,2035,Agricultural labor,0.8632841282820674
High Elas.,Rest of Asia,2040,Agricultural labor,0.8430411135820683
High Elas.,Rest of Asia,2045,Agricultural labor,0.828464817786537
High Elas.,Rest of Asia,2050,Agricultural labor,0.8127913705508489
High Elas.,Rest of Asia,2055,Agricultural labor,0.7832919029307722
High Elas.,Rest of Asia,2060,Agricultural labor,0.7499341311332219
High Elas.,Rest of Asia,2065,Agricultural labor,0.7158421645807774
High Elas.,Rest of Asia,2070,Agricultural labor,0.6789972465020261
High Elas.,Rest of Asia,2075,Agricultural labor,0.6420519395973157
High Elas.,Rest of Asia,2080,Agricultural labor,0.605950927244193
High Elas.,Rest of Asia,2085,Agricultural labor,0.5710755281375671
High Elas.,Rest of Asia,2090,Agricultural labor,0.5378418980426614
High Elas.,Rest of Asia,2095,Agricultural labor,0.5065173262356112
High Elas.,Rest of Asia,2100,Agricultural labor,0.4767399129278998
Low Elas.,Africa,2015,Agricultural labor,1
Low Elas.,Africa,2020,Agricultural labor,1.0907205576708958
Low Elas.,Africa,2025,Agricultural labor,1.1539502763874145
Low Elas.,Africa,2030,Agricultural labor,1.183922482774702
Low Elas.,Africa,2035,Agricultural labor,1.2191117908158535
Low Elas.,Africa,2040,Agricultural labor,1.2540699570898313
Low Elas.,Africa,2045,Agricultural labor,1.29441336386046
Low Elas.,Africa,2050,Agricultural labor,1.3272227969725225
Low Elas.,Africa,2055,Agricultural labor,1.3419837303559594
Low Elas.,Africa,2060,Agricultural labor,1.3410267596401313
Low Elas.,Africa,2065,Agricultural labor,1.3325072739103212
Low Elas.,Africa,2070,Agricultural labor,1.3098750551183644
Low Elas.,Africa,2075,Agricultural labor,1.279717781335822
Low Elas.,Africa,2080,Agricultural labor,1.2391630176516386
Low Elas.,Africa,2085,Agricultural labor,1.1930696651142607
Low Elas.,Africa,2090,Agricultural labor,1.1404360915131315
Low Elas.,Africa,2095,Agricultural labor,1.0848852949906347
Low Elas.,Africa,2100,Agricultural labor,1.0258924882898177
Low Elas.,China,2015,Agricultural labor,1
Low Elas.,China,2020,Agricultural labor,0.8776495053918586
Low Elas.,China,2025,Agricultural labor,0.7957170073594174
Low Elas.,China,2030,Agricultural labor,0.7217068848975574
Low Elas.,China,2035,Agricultural labor,0.6557845923214559
Low Elas.,China,2040,Agricultural labor,0.5986799710316592
Low Elas.,China,2045,Agricultural labor,0.5557828118588684
Low Elas.,China,2050,Agricultural labor,0.5162421301857155
Low Elas.,China,2055,Agricultural labor,0.475281703933661
Low Elas.,China,2060,Agricultural labor,0.43845765047968954
Low Elas.,China,2065,Agricultural labor,0.40496464011566924
Low Elas.,China,2070,Agricultural labor,0.3749383538001824
Low Elas.,China,2075,Agricultural labor,0.3471838885183889
Low Elas.,China,2080,Agricultural labor,0.32209976152580516
Low Elas.,China,2085,Agricultural labor,0.29888291697688407
Low Elas.,China,2090,Agricultural labor,0.2766257836639645
Low Elas.,China,2095,Agricultural labor,0.25681520628889587
Low Elas.,China,2100,Agricultural labor,0.23883478137735586
Low Elas.,Europe,2015,Agricultural labor,1
Low Elas.,Europe,2020,Agricultural labor,0.9675567486349049
Low Elas.,Europe,2025,Agricultural labor,0.9354856800100368
Low Elas.,Europe,2030,Agricultural labor,0.8941537177944666
Low Elas.,Europe,2035,Agricultural labor,0.8567611915776632
Low Elas.,Europe,2040,Agricultural labor,0.82176971171257
Low Elas.,Europe,2045,Agricultural labor,0.7932497100965443
Low Elas.,Europe,2050,Agricultural labor,0.7641089030534131
Low Elas.,Europe,2055,Agricultural labor,0.7342552023514375
Low Elas.,Europe,2060,Agricultural labor,0.7029285331993712
Low Elas.,Europe,2065,Agricultural labor,0.6730472683634918
Low Elas.,Europe,2070,Agricultural labor,0.6417293319445941
Low Elas.,Europe,2075,Agricultural labor,0.6103989139952813
Low Elas.,Europe,2080,Agricultural labor,0.5782337176729473
Low Elas.,Europe,2085,Agricultural labor,0.5480648672421353
Low Elas.,Europe,2090,Agricultural labor,0.5189117471216993
Low Elas.,Europe,2095,Agricultural labor,0.4912503773949385
Low Elas.,Europe,2100,Agricultural labor,0.464080604033864
Low Elas.,South Asia,2015,Agricultural labor,1
Low Elas.,South Asia,2020,Agricultural labor,0.9725076320721892
Low Elas.,South Asia,2025,Agricultural labor,0.9380512021588725
Low Elas.,South Asia,2030,Agricultural labor,0.9312335372099763
Low Elas.,South Asia,2035,Agricultural labor,0.9301278689882259
Low Elas.,South Asia,2040,Agricultural labor,0.9258980401837414
Low Elas.,South Asia,2045,Agricultural labor,0.9184717245093459
Low Elas.,South Asia,2050,Agricultural labor,0.9015022538123048
Low Elas.,South Asia,2055,Agricultural labor,0.8702209561421312
Low Elas.,South Asia,2060,Agricultural labor,0.8329838224735736
Low Elas.,South Asia,2065,Agricultural labor,0.7929192627447175
Low Elas.,South Asia,2070,Agricultural labor,0.7508193816467955
Low Elas.,South Asia,2075,Agricultural labor,0.7085831984249398
Low Elas.,South Asia,2080,Agricultural labor,0.6659250915540735
Low Elas.,South Asia,2085,Agricultural labor,0.6252388568650079
Low Elas.,South Asia,2090,Agricultural labor,0.5863769601847991
Low Elas.,South Asia,2095,Agricultural labor,0.5499033265831259
Low Elas.,South Asia,2100,Agricultural labor,0.5153513869603585
Low Elas.,Latin America,2015,Agricultural labor,1
Low Elas.,Latin America,2020,Agricultural labor,0.9962572000354019
Low Elas.,Latin America,2025,Agricultural labor,0.9874585631017991
Low Elas.,Latin America,2030,Agricultural labor,0.9653737806671787
Low Elas.,Latin America,2035,Agricultural labor,0.9434496819816183
Low Elas.,Latin America,2040,Agricultural labor,0.9218914601939814
Low Elas.,Latin America,2045,Agricultural labor,0.904768732160694
Low Elas.,Latin America,2050,Agricultural labor,0.8826279072373342
Low Elas.,Latin America,2055,Agricultural labor,0.8539701297224271
Low Elas.,Latin America,2060,Agricultural labor,0.8195803762895414
Low Elas.,Latin America,2065,Agricultural labor,0.7844714446201311
Low Elas.,Latin America,2070,Agricultural labor,0.7459220058507473
Low Elas.,Latin America,2075,Agricultural labor,0.7086060498097814
Low Elas.,Latin America,2080,Agricultural labor,0.6709121779394239
Low Elas.,Latin America,2085,Agricultural labor,0.6351807160165149
Low Elas.,Latin America,2090,Agricultural labor,0.6003696462509667
Low Elas.,Latin America,2095,Agricultural labor,0.5679634274184349
Low Elas.,Latin America,2100,Agricultural labor,0.5360661686413788
Low Elas.,Middle East,2015,Agricultural labor,1
Low Elas.,Middle East,2020,Agricultural labor,1.0305912362914316
Low Elas.,Middle East,2025,Agricultural labor,1.0594940617490072
Low Elas.,Middle East,2030,Agricultural labor,1.07560392807558
Low Elas.,Middle East,2035,Agricultural labor,1.0912793481053313
Low Elas.,Middle East,2040,Agricultural labor,1.1009169012841393
Low Elas.,Middle East,2045,Agricultural labor,1.1106366082273427
Low Elas.,Middle East,2050,Agricultural labor,1.1102254774374798
Low Elas.,Middle East,2055,Agricultural labor,1.101492880145348
Low Elas.,Middle East,2060,Agricultural labor,1.0830726571802052
Low Elas.,Middle East,2065,Agricultural labor,1.0626573392635215
Low Elas.,Middle East,2070,Agricultural labor,1.033163694880718
Low Elas.,Middle East,2075,Agricultural labor,1.0009387537142804
Low Elas.,Middle East,2080,Agricultural labor,0.9638003843901666
Low Elas.,Middle East,2085,Agricultural labor,0.9270991793130416
Low Elas.,Middle East,2090,Agricultural labor,0.8887008767602725
Low Elas.,Middle East,2095,Agricultural labor,0.8512792176316988
Low Elas.,Middle East,2100,Agricultural labor,0.812125240928742
Low Elas.,North America,2015,Agricultural labor,1
Low Elas.,North America,2020,Agricultural labor,0.9877081875822806
Low Elas.,North America,2025,Agricultural labor,0.9743455749026921
Low Elas.,North America,2030,Agricultural labor,0.9496177730888434
Low Elas.,North America,2035,Agricultural labor,0.9284213507292312
Low Elas.,North America,2040,Agricultural labor,0.9076430296424439
Low Elas.,North America,2045,Agricultural labor,0.8944827300830798
Low Elas.,North America,2050,Agricultural labor,0.878320583683004
Low Elas.,North America,2055,Agricultural labor,0.8616207671933107
Low Elas.,North America,2060,Agricultural labor,0.8414571725074834
Low Elas.,North America,2065,Agricultural labor,0.8235187482598554
Low Elas.,North America,2070,Agricultural labor,0.8002071022479916
Low Elas.,North America,2075,Agricultural labor,0.7763711626655897
Low Elas.,North America,2080,Agricultural labor,0.7496421029645062
Low Elas.,North America,2085,Agricultural labor,0.7240525335653673
Low Elas.,North America,2090,Agricultural labor,0.6971893151190742
Low Elas.,North America,2095,Agricultural labor,0.6718681494333353
Low Elas.,North America,2100,Agricultural labor,0.6447741289835854
Low Elas.,Pacific OECD,2015,Agricultural labor,1
Low Elas.,Pacific OECD,2020,Agricultural labor,0.9787370350887857
Low Elas.,Pacific OECD,2025,Agricultural labor,0.9311044613892817
Low Elas.,Pacific OECD,2030,Agricultural labor,0.8736894324359527
Low Elas.,Pacific OECD,2035,Agricultural labor,0.8225288624648803
Low Elas.,Pacific OECD,2040,Agricultural labor,0.7725350010865627
Low Elas.,Pacific OECD,2045,Agricultural labor,0.7308497978722982
